"pers_id","id_no_storting","last_name","first_name","gender","birth_date","death_date","n_periods","periods_served","first_period","last_period","n_parties","parties_id","parties_name","ever_substitute","county_id","county_name","wikidata_id","wikipedia_no","wikipedia_en"
"NO_Lund_Anne-Grethe_1964","AGL","Lund","Anne Grethe","f","18feb1964",NA,1,"2013-2017","2013-2017","2013-2017",1,"A","Arbeiderpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Lindstoel_Agnes_1910","AGLI","Lindstøl","Agnes","f","12jan1910","16mar1977",3,"1958-61; 1961-65; 1965-69","1958-61","1965-69",1,"H","Høyre",TRUE,"Te","Telemark",NA,NA,NA
"NO_Hansen_Agnar_1953","AGNH","Hansen","Agnar","m","02jun1953",NA,1,"2009-2013","2009-2013","2009-2013",1,"Sp","Senterpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Hanssen_Agnete-Masternes_1996","AGNHAN","Hanssen","Agnete Masternes","f","22jul1996",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark","Q132133227","Agnete_Masternes_Hanssen","NA"
"NO_Viljugrein_Agnes-Naerland_1997","AGNVIL","Viljugrein","Agnes Nærland","f","18jan1997",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo","Q124328771","Agnes_Nærland_Viljugrein","Agnes_Nærland_Viljugrein"
"NO_Goksoeyr_Arnulf_1963","AGOK","Goksøyr","Arnulf","m","04jul1963",NA,1,"2013-2017","2013-2017","2013-2017",1,"H","Høyre",TRUE,"MR","Møre og Romsdal","Q11959152","Arnulf_Goksøyr","Arnulf_Goksøyr"
"NO_Pedersen_Agnar_1945","AGPE","Pedersen","Agnar","m","16feb1945",NA,1,"1973-77","1973-77","1973-77",1,"SVf","Sosialistisk Valgforbund",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Reiten_Agnes_1940","AGRE","Reiten","Agnes","f","30apr1940",NA,2,"1977-81; 1985-89","1977-81","1985-89",1,"KrF","Kristelig Folkeparti",TRUE,"MR","Møre og Romsdal","Q55384954","Agnes_Reiten","Agnes_Reiten"
"NO_Steen_Anne-Gunn_1953","AGS","Steen","Anne-Gunn","f","26jun1953",NA,1,"1977-81","1977-81","1977-81",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Tveit_Anne-Grethe_1954","AGT","Tveit","Anne Grethe","f","03may1954",NA,1,"2001-2005","2001-2005","2001-2005",1,"SV","Sosialistisk Venstreparti",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Tandstad_Agnes-Elisa_1926","AGTA","Tandstad","Agnes Elisa","f","21jan1926",NA,2,"1969-73; 1973-77","1969-73","1973-77",1,"KrF","Kristelig Folkeparti",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Valle_Aagot_1945","AGV","Valle","Ågot","f","26may1945",NA,3,"1997-2001; 2001-2005; 2005-2009","1997-2001","2005-2009",1,"SV","Sosialistisk Venstreparti",FALSE,"Ho","Hordaland","Q270841","Ågot_Valle","Ågot_Valle"
"NO_Haave_Anne_1983","AHAA","Haave","Anne","f","02aug1983",NA,1,"2013-2017","2013-2017","2013-2017",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Andreassen_Arnfinn_1959","AHAN","Andreassen","Arnfinn","m","29dec1959",NA,1,"2005-2009","2005-2009","2005-2009",1,"SV","Sosialistisk Venstreparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Hedstein_Alvhild_1966","AHE","Hedstein","Alvhild","f","28sep1966",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"V","Venstre",TRUE,"Os","Oslo","Q4738009","Alvhild_Hedstein","Alvhild_Hedstein"
"NO_Gran_Anna-Halldis_1935","AHG","Gran","Anna-Halldis","f","16jun1935",NA,1,"1985-89","1985-89","1985-89",1,"H","Høyre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Hiim_Arild_1945","AHI","Hiim","Arild","m","17aug1945","08dec2024",3,"1985-89; 1989-93; 1993-97","1985-89","1993-97",1,"H","Høyre",TRUE,"Bu","Buskerud","Q4790656","Arild_Hiim","Arild_Hiim"
"NO_Hjelmstadstuen_Anne_1980","AHJ","Hjelmstadstuen","Anne","f","21jan1980",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Kvalvik_Aud-Herbjoerg_1956","AHK","Kvalvik","Aud Herbjørg","f","18dec1956",NA,3,"2005-2009; 2009-2013; 2013-2017","2005-2009","2013-2017",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Lorentsen_Alf_1959","AHL","Lorentsen","Alf","m","16nov1959",NA,1,"1989-93","1989-93","1989-93",1,"FrP","Fremskrittspartiet",TRUE,"Tr","Troms",NA,NA,NA
"NO_Moen_Anlaug-Helene_1919","AHM","Moen","Anlaug Helene","f","15jun1919","25aug2002",1,"1977-81","1977-81","1977-81",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Lindov_Ahmed_1993","AHMLIN","Lindov","Ahmed","m","02jan1993",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"A","Arbeiderpartiet",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Nilsen_Arne-H_1925","AHN","Nilsen","Arne H.","m","09jan1925","05oct1991",1,"1973-77","1973-77","1973-77",1,"SVf","Sosialistisk Valgforbund",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Hornslien_Anders_1970","AHO","Hornslien","Anders","m","06dec1970",NA,2,"1993-97; 1997-2001","1993-97","1997-2001",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo","Q491044","Anders_Hornslien","Anders_Hornslien"
"NO_Holtnaes_Anniken_1978","AHOL","Holtnæs","Anniken","f","22aug1978",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Otterlei_Arve-Hans_1932","AHOT","Otterlei","Arve Hans","m","06sep1932",NA,1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"MR","Møre og Romsdal","Q4802370","NA","Arve_Hans_Otterlei"
"NO_Roesaas_Alf-Henry_1917","AHR","Røsås","Alf Henry","m","06jul1917","11sep1995",1,"1961-65","1961-65","1961-65",1,"Sp","Senterpartiet",TRUE,"He","Hedmark",NA,NA,NA
"NO_Soerensen_Arne-Hjorth_1920","AHS","Sørensen","Arne Hjorth","m","25nov1920","08dec2021",1,"1973-77","1973-77","1973-77",1,"KrF","Kristelig Folkeparti",TRUE,"He","Hedmark",NA,NA,NA
"NO_Haukvik_Arne_1926","AHU","Haukvik","Arne","m","12feb1926","21aug2002",1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",FALSE,"Os","Oslo","Q4794572","Arne_Haukvik","Arne_Haukvik"
"NO_Amundsen_Ann-Iren_1978","AIA","Amundsen","Ann Iren","f","23apr1978",NA,1,"2017-2021","2017-2021","2017-2021",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Bjoerloew_Aud-Irene_1948","AIB","Bjørløw","Aud Irene","f","04mar1948",NA,2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Stenersen_Aina_1983","AICS","Stenersen","Aina","f","04sep1983",NA,4,"2009-2013; 2013-2017; 2021-2025; 2025-2029","2009-2013","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"Os","Oslo","Q17109004","Aina_Stenersen","Aina_Stenersen"
"NO_Eid_Ingunn-Engum_1944","AIEE","Eid","Ingunn Engum","f","16dec1944",NA,1,"1989-93","1989-93","1989-93",1,"FrP","Fremskrittspartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Ighani_Amit_1992","AIG","Ighani","Amit","m","18apr1992",NA,1,"2017-2021","2017-2021","2017-2021",1,"H","Høyre",TRUE,"Ak","Akershus","Q19974491","Amit_Ighani","NA"
"NO_Hansen_Ansgar-Imanuel_1888","AIH","Hansen","Ansgar Imanuel","m","27oct1888","29may1972",1,"1950-53","1950-53","1950-53",1,"A","Arbeiderpartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Falch_Arvid_1929","AIJF","Falch","Arvid","m","22feb1929","06aug2025",1,"1997-2001","1997-2001","1997-2001",1,"TF","Tverrpolitisk Folkevalgte (Kystpartiet)",TRUE,"No","Nordland",NA,NA,NA
"NO_Jentoft_Anna_1917","AIJJ","Jentoft","Anna","f","26mar1917","30may2013",1,"1973-77","1973-77","1973-77",1,"Sp","Senterpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Laegreid_Arild-Ingar_1949","AIL","Lægreid","Arild Ingar","m","19oct1949",NA,1,"1997-2001","1997-2001","1997-2001",1,"A","Arbeiderpartiet",TRUE,"SF","Sogn og Fjordane","Q17102759","Arild_Ingar_Lægreid","NA"
"NO_Linnes_Irene_1944","AILI","Linnes","Irene","f","28mar1944",NA,1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"He","Hedmark",NA,NA,NA
"NO_Molberg_Anna_1990","AIM","Molberg","Anna","f","05aug1990",NA,3,"2009-2013; 2021-2025; 2025-2029","2009-2013","2025-2029",1,"H","Høyre",TRUE,"He","Hedmark","Q108764055","Anna_Molberg","Anna_Molberg"
"NO_Nilsen_Aina-Johanne_1995","AIN","Nilsen","Aina Johanne","f","16aug1995",NA,1,"2013-2017","2013-2017","2013-2017",1,"Sp","Senterpartiet",TRUE,"No","Nordland","Q100823675","Aina_Johanne_Nilsen","NA"
"NO_Holst_Aina_1974","AINH","Holst","Aina","f","10aug1974",NA,1,"2001-2005","2001-2005","2001-2005",1,"A","Arbeiderpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Roenbeck_Anny-Ingeborg_1939","AIR","Rønbeck","Anny Ingeborg","f","16nov1939",NA,1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Samuelsen_Alf-Ivar_1942","AIS","Samuelsen","Alf Ivar","m","28feb1942","16sep2014",2,"1993-97; 2005-2009","1993-97","2005-2009",1,"Sp","Senterpartiet",TRUE,"No","Nordland","Q4721707","Alf_Ivar_Samuelsen","Alf_Ivar_Samuelsen"
"NO_Iversen_Arild-Johannes_1956","AIV","Iversen","Arild Johannes","m","24nov1956",NA,2,"2009-2013; 2017-2021","2009-2013","2017-2021",1,"KrF","Kristelig Folkeparti",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Bekkenes_Astrid_1947","AJB","Bekkenes","Astrid","f","05jul1947",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"VA","Vest-Agder","Q4811408","NA","Astrid_Bekkenes"
"NO_Eira_Anders-J-H_1971","AJE","Eira","Anders J. H.","m","11jan1971",NA,1,"2001-2005","2001-2005","2001-2005",1,"H","Høyre",TRUE,"Fi","Finnmark","Q63351039","Anders_J._H._Eira","NA"
"NO_Eidem_Aslaug-Johanne_1947","AJEI","Eidem","Aslaug Johanne","f","14aug1947",NA,1,"1985-89","1985-89","1985-89",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Engevik_Asbjoern_1929","AJEN","Engevik","Asbjørn","m","21sep1929","22oct2013",1,"1973-77","1973-77","1973-77",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Michaelsen_Aslaug-Groven_1926","AJGM","Michaelsen","Aslaug Groven","f","27apr1926","20nov2017",1,"1973-77","1973-77","1973-77",1,"SVf","Sosialistisk Valgforbund",TRUE,"He","Hedmark","Q11959385","Aslaug_Groven_Michaelsen","NA"
"NO_Iversen_Anne-June_1964","AJI","Iversen","Anne June","f","04feb1964",NA,1,"2009-2013","2009-2013","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Kvarme_Astrid-Johanna_1944","AJK","Kvarme","Astrid Johanna","f","05nov1944",NA,1,"1985-89","1985-89","1985-89",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Nordli_Arne_1937","AJN","Nordli","Arne","m","12mar1937",NA,1,"1989-93","1989-93","1989-93",1,"SV","Sosialistisk Venstreparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Johansen_Allan_1947","AJO","Johansen","Allan","m","13may1947",NA,1,"2009-2013","2009-2013","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Thingvold_Ann-Jorid_1938","AJT","Thingvold","Ann Jorid","f","20jan1938","25dec2022",1,"1985-89","1985-89","1985-89",1,"A","Arbeiderpartiet",TRUE,"Tr","Troms",NA,NA,NA
"NO_Vonheim_August-Johan_1942","AJV","Vonheim","August Johan","m","16jan1942",NA,1,"1969-73","1969-73","1969-73",1,"V","Venstre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Roenning_Agnes-Varmedal_1941","AJVR","Rønning","Agnes Varmedal","f","23mar1941",NA,1,"1981-85","1981-85","1981-85",1,"V","Venstre",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Wiig_Aase-Joa_1936","AJW","Wiig","Aase Joa","f","06jul1936",NA,1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Kvakkestad_Andre_1971","AK","Kvakkestad","André","m","28oct1971",NA,2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"FrP","Fremskrittspartiet",TRUE,"Ak","Akershus","Q4759949","André_Kvakkestad","André_Kvakkestad"
"NO_Slungaard_Anne-Kathrine_1964","AKA","Slungård","Anne Kathrine","f","14jan1964",NA,4,"1997-2001; 2001-2005; 2009-2013; 2013-2017","1997-2001","2013-2017",1,"H","Høyre",TRUE,"ST","Sør-Trøndelag","Q4768495","Anne_Kathrine_Slungård","Anne_Kathrine_Slungård"
"NO_Bagoeien_Anne-Kari_1970","AKB","Bagøien","Anne Kari","f","25jun1970","12aug2007",1,"1993-97","1993-97","1993-97",1,"KrF","Kristelig Folkeparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Blomholt_Ann-Kristin_1972","AKBL","Blomholt","Ann Kristin","f","01aug1972",NA,1,"2001-2005","2001-2005","2001-2005",1,"SV","Sosialistisk Venstreparti",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Bothner_Alfhild-Kristine_1919","AKBO","Bothner","Alfhild Kristine","f","02jun1919","24sep2002",1,"1969-73","1969-73","1969-73",1,"KrF","Kristelig Folkeparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Bryne_Anne-Kristin_1973","AKBR","Bryne","Anne Kristin","f","02feb1973",NA,1,"2017-2021","2017-2021","2017-2021",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Falkmo_Arvid-Konrad_1912","AKFA","Falkmo","Arvid Konrad","m","09aug1912","16jan1995",1,"1945-49","1945-49","1945-49",1,"NKP","Norges Kommunistiske Parti",TRUE,"KiTr","Kjøpstedene i Sør - Trøndelag og Nord-Trøndelag fylker(Levanger, Trondheim)",NA,NA,NA
"NO_Fossen_Aksel_1919","AKFO","Fossen","Aksel","m","29nov1919","31aug2009",4,"1969-73; 1973-77; 1977-81; 1981-85","1969-73","1981-85",1,"A","Arbeiderpartiet",FALSE,"Ho","Hordaland","Q4701769","Aksel_Fossen","Aksel_Fossen"
"NO_Grimsrud_Anne-K_1954","AKG","Grimsrud","Anne K.","f","27aug1954",NA,1,"1993-97","1993-97","1993-97",1,"Sp","Senterpartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Hoesteng_Arne-K_1941","AKH","Høsteng","Arne K.","m","21may1941","22dec2009",3,"1977-81; 1981-85; 1985-89","1977-81","1985-89",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Haraldsen_Annikken-Kjaer_1970","AKHA","Haraldsen","Annikken Kjær","f","26sep1970",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Kiaer_Anders_1957","AKI","Kiær","Anders","m","12may1957",NA,1,"2017-2021","2017-2021","2017-2021",1,"H","Høyre",TRUE,"NT","Nord-Trøndelag","Q28813249","Anders_Kiær","NA"
"NO_Kjempekjenn_Arild_1970","AKJ","Kjempekjenn","Arild","m","08sep1970",NA,1,"1997-2001","1997-2001","1997-2001",1,"A","Arbeiderpartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Roeine_Anna-Kristine-Jahr_1949","AKJA","Røine","Anna Kristine Jahr","f","27dec1949",NA,1,"1977-81","1977-81","1977-81",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus","Q4767184","NA","Anna_Kristine_Jahr_Røine"
"NO_Kvalvik_Anna-Karine_1917","AKK","Kvalvik","Anna Karine","f","03nov1917","29nov1987",1,"1958-61","1958-61","1958-61",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Kloster_Aksel_1948","AKKL","Kloster","Aksel","m","18aug1948","11may2006",1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland","Q11197085","Aksel_Kloster","NA"
"NO_Lilleaasen_Anne-Kristin_1965","AKL","Lilleaasen","Anne Kristin","f","27apr1965",NA,1,"2017-2021","2017-2021","2017-2021",1,"H","Høyre",TRUE,"SF","Sogn og Fjordane","Q108877400","Anne_Lilleaasen","NA"
"NO_Molland_Anniken-Kavli_1963","AKM","Molland","Anniken Kavli","f","30jan1963","24sep2001",1,"1997-2001","1997-2001","1997-2001",1,"FrP","Fremskrittspartiet",TRUE,"Os","Oslo",NA,NA,NA
"NO_Saus_Anne-Karin_1944","AKS","Saus","Anne-Karin","f","06jul1944",NA,1,"1993-97","1993-97","1993-97",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Hagen_Aksel_1953","AKSH","Hagen","Aksel","m","04oct1953",NA,1,"2009-2013","2009-2013","2009-2013",1,"SV","Sosialistisk Venstreparti",FALSE,"Op","Oppland","Q3432182","Aksel_Hagen","Aksel_Hagen"
"NO_Skjoershammer_Ann-Kathrine_1944","AKT","Skjørshammer","Ann Kathrine","f","16may1944",NA,2,"1997-2001; 2013-2017","1997-2001","2013-2017",1,"KrF","Kristelig Folkeparti",TRUE,"Os","Oslo","Q11958169","Ann_Kathrine_Skjørshammer","NA"
"NO_Vaagen_Arna_1905","AKV","Vågen","Arna","f","12may1905","24sep2005",1,"1961-65","1961-65","1961-65",1,"KrF","Kristelig Folkeparti",TRUE,"Os","Oslo","Q4794396","Arna_Vågen","Arna_Vågen"
"NO_Wilsgaard_Ann-Karin_1940","AKW","Wilsgård","Ann-Karin","f","19aug1940",NA,2,"1985-89; 1989-93","1985-89","1989-93",1,"A","Arbeiderpartiet",TRUE,"Tr","Troms",NA,NA,NA
"NO_Lyngstad_Arne_1962","AL","Lyngstad","Arne","m","10may1962","30may2019",2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"KrF","Kristelig Folkeparti",FALSE,"NT","Nord-Trøndelag","Q4794622","Arne_Lyngstad","Arne_Lyngstad"
"NO_Andersen_Alf-Henry_1902","ALAN","Andersen","Alf Henry","m","02may1902","22jul1977",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus","Q132891940","NA","NA"
"NO_Bakken_Alf-M_1962","ALBA","Bakken","Alf M.","m","27jun1962",NA,1,"1989-93","1989-93","1989-93",1,"FrP","Fremskrittspartiet",TRUE,"Ve","Vestfold","Q4721621","NA","Alf_Bakken"
"NO_Bergset_Alv-O_1931","ALBE","Bergset","Alv O.","m","15oct1931","16sep2024",3,"1981-85; 1985-89; 1989-93","1981-85","1989-93",1,"KrF","Kristelig Folkeparti",TRUE,"SF","Sogn og Fjordane","Q110160726","NA","NA"
"NO_Bjoernoe_Alf-Martin_1923","ALBJ","Bjørnø","Alf Martin","m","10nov1923","02aug1991",3,"1973-77; 1977-81; 1981-85","1973-77","1981-85",1,"A","Arbeiderpartiet",FALSE,"Ve","Vestfold","Q4721717","Alf_Martin_Bjørnø","Alf_Martin_Bjørnø"
"NO_Buttingsrud_Alette_1906","ALBU","Buttingsrud","Alette","f","11jun1906","25sep1989",1,"1961-65","1961-65","1961-65",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus","Q116784766","NA","NA"
"NO_Dahl_Anton-Leier_1949","ALD","Dahl","Anton Leier","m","01oct1949",NA,1,"2005-2009","2005-2009","2005-2009",1,"V","Venstre",TRUE,"Fi","Finnmark",NA,NA,NA
"NO_Lervik_Andreas-M_1969","ALE","Lervik","Andreas M.","m","28nov1969",NA,2,"2001-2005; 2005-2009","2001-2005","2005-2009",1,"SV","Sosialistisk Venstreparti",TRUE,"Øs","Østfold","Q4755528","NA","Andreas_M._Lervik"
"NO_Holmelid_Alf-Egil_1947","ALEH","Holmelid","Alf Egil","m","13dec1947",NA,1,"2009-2013","2009-2013","2009-2013",1,"SV","Sosialistisk Venstreparti",FALSE,"VA","Vest-Agder","Q3434791","Alf_Egil_Holmelid","Alf_Egil_Holmelid"
"NO_Liane_Alexander_1994","ALELIA","Liane","Alexander","m","20aug1994",NA,1,"2025-2029","2025-2029","2025-2029",1,"SV","Sosialistisk Venstreparti",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Olsen_Alexander-Ramse_1959","ALEOLS","Olsen","Alexander Ramse","m","22oct1959",NA,1,"2025-2029","2025-2029","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"He","Hedmark",NA,NA,NA
"NO_Papas_Alexander_2001","ALEPAP","Papas","Alexander","m","25jan2001",NA,1,"2025-2029","2025-2029","2025-2029",1,"SV","Sosialistisk Venstreparti",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Lervaag_Ann-Hege_1974","ALER","Lervåg","Ann-Hege","f","20may1974",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"Sp","Senterpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Stokkeboe_Aleksander_1994","ALES","Stokkebø","Aleksander","m","02nov1994",NA,3,"2017-2021; 2021-2025; 2025-2029","2017-2021","2025-2029",1,"H","Høyre",TRUE,"Ro","Rogaland","Q39504616","Aleksander_Stokkebø","Aleksander_Stokkebø"
"NO_Soereng_Aleksander_1975","ALESRE","Søreng","Aleksander","m","23mar1975",NA,1,"2025-2029","2025-2029","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Andersen_Alf-Erik_1973","ALFAND","Andersen","Alf Erik","m","12aug1973",NA,2,"2021-2025; 2025-2029","2021-2025","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"VA","Vest-Agder","Q25427022","Alf_Erik_Andersen","Alf_Erik_Andersen"
"NO_Berg_Alf_1911","ALFB","Berg","Alf","m","03jun1911","28jul1996",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Bjoerlo_Alfred-Jens_1972","ALFBJR","Bjørlo","Alfred Jens","m","17dec1972",NA,1,"2021-2025","2021-2025","2021-2025",1,"V","Venstre",FALSE,"SF","Sogn og Fjordane","Q11957404","Alfred_Bjørlo","Alfred_Bjørlo"
"NO_Grindhaug_Alf-Magne_1966","ALFGRI","Grindhaug","Alf Magne","m","22aug1966","14apr2023",1,"2021-2025","2021-2025","2021-2025",1,"KrF","Kristelig Folkeparti",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Martinsen_Alf_1923","ALFM","Martinsen","Alf","m","27aug1923","10apr2013",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Fostervoll_Alv-Jakob_1932","ALFO","Fostervoll","Alv Jakob","m","20jan1932","15jun2015",2,"1969-73; 1973-77","1969-73","1973-77",1,"A","Arbeiderpartiet",FALSE,"MR","Møre og Romsdal","Q11957623","Alv_Jakob_Fostervoll","Alv_Jakob_Fostervoll"
"NO_Vollan_Anne-Lise-Grande_1947","ALGV","Vollan","Anne-Lise Grande","f","08nov1947",NA,3,"1985-89; 1989-93; 1993-97","1985-89","1993-97",1,"A","Arbeiderpartiet",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Haugen_Anne-Lise_1939","ALHA","Haugen","Anne Lise","f","11nov1939",NA,2,"1981-85; 1985-89","1981-85","1985-89",1,"A","Arbeiderpartiet",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Henningsen_Alfred-Meyer_1918","ALHE","Henningsen","Alfred Meyer","m","26apr1918","12sep2012",3,"1961-65; 1965-69; 1969-73","1961-65","1969-73",1,"A","Arbeiderpartiet",FALSE,"Tr","Troms","Q4722818","Alfred_Henningsen","Alfred_Henningsen"
"NO_Holst_Albert_1904","ALHO","Holst","Albert","m","15apr1904","25nov1988",1,"1945-49","1945-49","1945-49",1,"H","Høyre",TRUE,"KiV","Kjøpstedene i Vestfold fylke (Holmestrand, Horten, Larvik, Sandefjord, Stavern, Tønsberg)",NA,NA,NA
"NO_Slydahl_Anne-Liv-Haugen_1944","ALHS","Slydahl","Anne-Liv Haugen","f","13apr1944","06jul2022",2,"1981-85; 1985-89","1981-85","1985-89",1,"KrF","Kristelig Folkeparti",TRUE,"Os","Oslo",NA,NA,NA
"NO_Linnestad_Anne-Kristine_1961","ALI","Linnestad","Anne Kristine","f","19dec1961",NA,3,"2017-2021; 2021-2025; 2025-2029","2017-2021","2025-2029",1,"H","Høyre",TRUE,"Ak","Akershus","Q11958276","Anne_Kristine_Linnestad","Anne_Kristine_Linnestad"
"NO_Ali_Athar_1961","ALIA","Ali","Athar","m","05mar1961",NA,1,"1993-97","1993-97","1993-97",1,"RV","Rød Valgallianse",TRUE,"Os","Oslo","Q4813274","Athar_Ali","Athar_Ali_(politician)"
"NO_Akselsen_Alice-Botnen_1995","ALIAKS","Akselsen","Alice Botnen","f","08jun1995",NA,1,"2021-2025","2021-2025","2021-2025",1,"SV","Sosialistisk Venstreparti",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Ljunggren_Anna_1984","ALJ","Ljunggren","Anna","f","13jun1984",NA,3,"2005-2009; 2009-2013; 2013-2017","2005-2009","2013-2017",1,"A","Arbeiderpartiet",FALSE,"No","Nordland","Q6514450","Anna-Kristin_Ljunggren","Anna_Ljunggren"
"NO_Jakobsen_Alf-E_1952","ALJA","Jakobsen","Alf E.","m","11jan1952",NA,3,"1989-93; 2001-2005; 2005-2009","1989-93","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Fi","Finnmark","Q4721664","Alf_E._Jakobsen","Alf_E._Jakobsen"
"NO_Johnsen_Alf-Bjarne_1958","ALJO","Johnsen","Alf Bjarne","m","15dec1958",NA,1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"No","Nordland","Q19371677","Alf_Bjarne_Johnsen","NA"
"NO_Ljoestad_Alf-Eivind_1935","ALJØ","Ljøstad","Alf-Eivind","m","10may1935",NA,2,"1989-93; 1997-2001","1989-93","1997-2001",1,"KrF","Kristelig Folkeparti",TRUE,"AA","Aust-Agder",NA,NA,NA
